model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,144,3.0,144,144,1995.884,93.578,48691.161,3.0,0.187,1496.843,93.553,10.686,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,33.976,0.144,2.0,142.0,4238.0,4096,142.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,93.553
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,144,2.987,144,144,3560.438,91.117,49028.049,2.987,0.187,1490.425,93.152,10.975,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,41.555,0.072,4.0,140.0,8332.0,8192,140.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,93.152
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,128,2.946,128,128,1987.145,84.438,44121.627,2.946,0.184,1469.81,91.863,11.843,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,33.618,0.128,2.0,126.0,4222.0,4096,126.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,91.863
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,128,2.932,128,128,3357.598,81.974,44262.381,2.932,0.183,1462.925,91.433,12.199,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,41.197,0.064,4.0,124.0,8316.0,8192,124.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,91.433
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,112,2.883,112,112,1978.406,75.173,39489.932,2.883,0.18,1438.744,89.922,13.303,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,33.26,0.112,2.0,110.0,4206.0,4096,110.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,89.922
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,112,2.869,112,112,3155.657,72.685,39425.599,2.869,0.179,1431.65,89.478,13.758,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,40.839,0.056,4.0,108.0,8300.0,8192,108.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,89.478
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,96,2.804,96,96,1969.666,65.925,34866.013,2.804,0.175,1398.994,87.437,15.169,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,32.901,0.096,2.0,94.0,4190.0,4096,94.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,87.437
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,96,2.789,96,96,2954.614,63.405,34593.555,2.789,0.174,1391.817,86.989,15.772,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,40.48,0.048,4.0,92.0,8284.0,8192,92.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,86.989
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,80,2.683,80,80,1887.392,57.031,30345.856,2.683,0.168,1338.919,83.682,17.534,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,32.543,0.08,2.0,78.0,4174.0,4096,78.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,83.682
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,80,2.669,80,80,2754.469,54.486,29943.167,2.669,0.167,1331.591,83.224,18.353,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,40.122,0.04,4.0,76.0,8268.0,8192,76.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,83.224
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,64,2.531,64,64,1683.762,47.939,25605.51,2.531,0.158,1262.791,78.924,20.86,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,32.184,0.064,2.0,62.0,4158.0,4096,62.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,78.924
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,64,2.517,64,64,2555.223,45.349,25184.165,2.517,0.157,1255.793,78.487,22.051,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.764,0.032,4.0,60.0,8252.0,8192,60.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,78.487
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,56,2.303,56,56,2455.936,43.111,23968.552,2.303,0.144,1149.215,71.826,23.196,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.584,0.028,4.0,52.0,8244.0,8192,52.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,71.826
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,48,2.068,48,48,2356.874,40.901,22766.243,2.068,0.129,1031.812,64.488,24.45,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.405,0.024,4.0,44.0,8236.0,8192,44.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,64.488
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,40,1.807,40,40,2258.037,38.741,21589.56,1.807,0.113,901.672,56.355,25.813,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.226,0.02,4.0,36.0,8228.0,8192,36.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,56.355
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,16,1.559,16,16,1083.358,17.741,9935.94,1.559,0.097,778.048,48.628,56.368,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.109,0.016,2.0,14.0,4110.0,4096,14.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,48.628
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,16,1.555,16,16,1962.872,14.928,9411.975,1.555,0.097,775.768,48.485,66.988,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.688,0.008,4.0,12.0,8204.0,8192,12.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,48.485
