model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,32,3.146,32,32,1499.506,16.444,9705.23,3.146,0.197,1569.772,98.111,60.811,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.047,0.016,4.0,28.0,8220.0,8192,28.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,98.111
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,28,2.979,28,28,1465.251,14.891,8895.742,2.979,0.186,1486.576,92.911,67.156,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.957,0.014,4.0,24.0,8216.0,8192,24.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,92.911
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,24,2.782,24,24,1431.039,13.338,8086.914,2.782,0.174,1388.361,86.773,74.971,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.868,0.012,4.0,20.0,8212.0,8192,20.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,86.773
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,20,2.732,20,20,766.949,12.76,7134.425,2.732,0.171,1363.195,85.2,78.367,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.199,0.02,2.0,18.0,4114.0,4096,18.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,85.2
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,20,2.694,20,20,1396.868,10.924,6847.895,2.694,0.168,1344.161,84.01,91.542,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.778,0.01,4.0,16.0,8208.0,8192,16.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,84.01
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,16,2.607,16,16,733.376,10.381,5913.565,2.607,0.163,1300.906,81.307,96.329,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.109,0.016,2.0,14.0,4110.0,4096,14.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,81.307
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,16,2.573,16,16,1362.741,8.497,5602.885,2.573,0.161,1284.137,80.259,117.685,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.688,0.008,4.0,12.0,8204.0,8192,12.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,80.259
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,15,2.443,15,15,1362.523,8.343,5525.837,2.443,0.153,1218.943,76.184,119.856,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.666,0.008,4.0,11.0,8203.0,8192,11.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,76.184
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,14,2.309,14,14,1362.306,8.189,5448.79,2.309,0.144,1152.097,72.006,122.11,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.644,0.007,4.0,10.0,8202.0,8192,10.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,72.006
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,12,2.285,12,12,1328.655,7.879,5260.153,2.285,0.143,1140.078,71.255,126.924,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.599,0.006,4.0,8.0,8200.0,8192,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,71.255
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,12,2.264,12,12,1048.981,7.574,4828.561,2.264,0.142,1129.912,70.62,132.025,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.809,0.008,3.0,9.0,6153.0,6144,9.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,70.62
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,10,2.119,10,10,683.173,7.534,4442.534,2.119,0.132,1057.146,66.072,132.735,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.975,0.01,2.0,8.0,4104.0,4096,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,66.072
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,11,2.106,11,11,1048.801,7.42,4751.569,2.106,0.132,1050.977,65.686,134.764,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.787,0.007,3.0,8.0,6152.0,6144,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,65.686
