model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,15,2.33,15,15,1484.003,8.582,5766.509,2.33,0.146,1162.799,72.675,116.521,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.666,0.008,4.0,11.0,8203.0,8192,11.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,72.675
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,14,2.203,14,14,1483.771,8.42,5685.46,2.203,0.138,1099.081,68.693,118.762,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.644,0.007,4.0,10.0,8202.0,8192,10.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,68.693
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,12,2.191,12,12,1447.129,8.093,5485.739,2.191,0.137,1093.17,68.323,123.557,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.599,0.006,4.0,8.0,8200.0,8192,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,68.323
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,12,2.172,12,12,1140.102,7.759,5012.066,2.172,0.136,1083.823,67.739,128.875,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.809,0.008,3.0,9.0,6153.0,6144,9.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,67.739
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,10,2.037,10,10,745.433,7.733,4604.043,2.037,0.127,1016.697,63.544,129.321,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.975,0.01,2.0,8.0,4104.0,4096,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,63.544
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,11,2.021,11,11,1139.907,7.598,4931.073,2.021,0.126,1008.242,63.015,131.622,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.787,0.007,3.0,8.0,6152.0,6144,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,63.015
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,9,1.902,9,9,1111.724,7.271,4740.185,1.902,0.119,948.887,59.305,137.524,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.742,0.006,3.0,6.0,6150.0,6144,6.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,59.305
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,8,1.817,8,8,727.228,6.72,4080.324,1.817,0.114,906.471,56.654,148.818,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.93,0.008,2.0,6.0,4102.0,4096,6.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,56.654
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,16,3.382,16,16,1171.424,6.069,4199.754,3.382,0.106,1687.781,52.743,164.777,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,30.33,0.008,4.0,12.0,8204.0,8192,12.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,52.743
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,6,1.669,6,6,709.046,5.795,3600.944,1.669,0.104,832.789,52.049,172.551,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.885,0.006,2.0,4.0,4100.0,4096,4.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,52.049
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,5,1.569,5,5,377.424,5.329,3036.652,1.569,0.098,782.685,48.918,187.649,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.073,0.01,1.0,4.0,2052.0,2048,4.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,48.918
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,12,2.997,12,12,951.044,5.255,3573.206,2.997,0.094,1495.72,46.741,190.301,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,26.477,0.008,3.0,9.0,6153.0,6144,9.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,46.741
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,10,2.924,10,10,598.504,5.161,3174.01,2.924,0.091,1458.984,45.593,193.748,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,22.67,0.01,2.0,8.0,4104.0,4096,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,45.593
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,4,1.438,4,4,690.885,4.863,3117.691,1.438,0.09,717.7,44.856,205.62,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.84,0.004,2.0,2.0,4098.0,4096,2.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,44.856
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,4,1.437,4,4,368.249,4.515,2621.094,1.437,0.09,717.285,44.83,221.498,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.051,0.008,1.0,3.0,2051.0,2048,3.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,44.83
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,8,2.672,8,8,583.868,4.305,2732.171,2.672,0.083,1333.274,41.665,232.276,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,22.625,0.008,2.0,6.0,4102.0,4096,6.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,41.665
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,3,1.28,3,3,359.083,3.985,2347.707,1.28,0.08,638.728,39.92,250.927,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.028,0.006,1.0,2.0,2050.0,2048,2.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,39.92
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,2,1.051,2,2,349.926,3.454,2073.498,1.051,0.066,524.429,32.777,289.515,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.006,0.004,1.0,1.0,2049.0,2048,1.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,32.777
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,1,0.63,1,1,339.547,2.822,1747.759,0.63,0.039,314.445,19.653,354.35,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,26.984,0.002,1.0,1.0,2048.0,2048,1.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,19.653
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,1,0.668,1,1,266.294,2.718,1622.805,0.668,0.021,333.408,10.419,367.856,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,18.706,0.002,1.0,1.0,2048.0,2048,1.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,10.419
